reviews,sentiments,predictions,correctness
"Well, I live in Texas...i can't ski very often...however, I slipped on this pair of socks and got a running start at a freshly waxed wood floor and relived the '69 winter olymipcs! It was great...oh, and they're really soft and fuzzy and feel really good on my feet, too",1,1,1
"First thing, you have to buy half a size bigger. I'm a 6.5 and got a 7 and it feels about right. Second, they hurt at the beginning. You have to get used to wearing them. But, they are totally cute, good materials, and unbeatable price",1,1,1
I bought these slippers for my office so I can kick off my shoes when my feet are tired and slip these on. They are classy and so comfortable. I don't think anybody notices I'm wearing slippers. I plan to buy another pair for home,1,1,1
"This case protects better than anything out there, and the color is awsome!  My Gear Store also got the case to me super fast",1,1,1
man made doc martins need major breaking in. order a size to small if you have thin feet the steel toes run big,1,1,1
"These shoes really do wear like iron, and are superbly comfortable--once they are broken in. The sizing takes some getting used to. I recommend buying (or at least trying on) Dr. Martens in a store the first time, to find out one's size in the British system. My USA size is 10D. Yet, the Dr. Martens that works for me is UK 10/USA 11. Go figure. When the first pair of these I got began to look shabby, I simply polished it with brown shoe polish. That pair of shoes is still fine, after being worn more days than any shoes I have ever had",1,1,1
"My husband will only wear these certain type of socks, that are called over the calf gold toe socks. We used to buy them at Penneys but now we couldn't find them. I was looking for them thru google and Amazon poped up. I always have good luck with Amazon so I ordered 3 sets. Amazon saved the day!",1,1,1
Item is very well made and true to size.  Price was great as comparing other similar jackets.,1,1,1
"The protective skin is perfect.  It fit over the device without any problem, and it has already provided good protection to the screen and body of my zen.  As a comparison, my cell phone which I've carried in my pocket for the last two years looks like it's been run over by a car - I think with this skin the zen will hold up better.  The screen protector is a nice touch.

The armband is not something I use with a device this hefty.  The belt clip is suspect- it's too flimsy for me to use and feel confident with. But the skin allows me to put the zen right in my pocket without digging out a protective bag or other cover.  The skin alone is worth the cost",1,1,1
"I travel a lot! I would recommend this for everyone. It is extremely compact and convenient. And it helps to ""know"" ahead of time what your luggage weighs as to avoid switching and swapping items from bag to bag and/or paying extra fees for overweight luggage- not to mention holding up the line. :-",1,1,1
i am 14 but i have a large penis i was wondering if these would stretch much i normaly wear breifs two sizes up and safety pin the band can you hel,1,0,0
"Even though the Bears did not win this years Superbowl, it's important to realize they finally made it to the final dance, after all those years of having average or below average seasons.  When it comes to a Superbowl win, it's basically a coin toss (no pun intended) on who will win.  We're talking about two great teams (in this case, Colts and Bears) and the Superbowl is basically just the two best teams battling it out.  NFC champs are the Chicago Bears.  That's the important thing to remember.

This t-shirt should proudly be worn, even if you don't live near or in Chicago.  The Bears were a great team in 2006.  With this shirt, you will always remember the amazing year they had",1,1,1
"I choose 3-6 months size, but it looks like a 9 months size",1,1,1
everything was perfect it was exactly what i expected. came in a timely fashion. would order from here again,1,1,1
"I have worn nothing but levi's for over 20 years now, and I have been through almost every style of them.  These are still the same great jeans, reliable fit and quality that you know.  Currently I have three of these in my closet nest to standard 505's, and they are virtually identical, but the signiture series cost a lot less. Same thick denim material, unlike a lot of fancy boutique jeans, that last a long time, and can stand up to most activities that an active person does.  Check these out, you won't be dissapointed, and neither will your wallet",1,1,1
"A little bulkier than I expected given that it has six card slots. Still, I'm happy with it. Seems better constructed than the Dockers front-pocket wallet it replaced",1,1,1
"I love my Crocs Cayman Clogs!  They are extremely soft and comfortable and yet durable enough to be worn anywhere.  Between my Birks and Crocs, I am set for every spring & summer!  Just know to purchase one size down for comfort.  I wear size 12 but found that the Crocs size ""Large 10-11"" fit me well.  The size ""Extra Large 12-13"" were much too big.  I was not disappointed with the purchase.  A five star rating for comfort!",1,1,1
"I own this shoe in a size 8 and love it. It is moderately comfortable for a high heel, and really pretty in real life. It makes one's foot/leg look very feminine. It is a tall heel and I think that is probably why. Worth the money.",1,1,1
"It is hard to find pants for my son, but Dickies have pants that fit, wear well, and cost a fair price",1,1,1
"I really like the look of these panties all lacy and feminine. They feel good on, look great and best of all, they're low cut so you can were them with your jeans riding low on your hips. And if a bit of panty does peek out all the better, cuz these are so cute. Pretty darned enticing too, if you know what I mean",1,1,1
"Got these to replace some Sketchers and for the price it was a pretty good deal. They are lightweight and make you forget that you are wearing shoes.

I removed 1* cause the color is not one of my favorite..",1,1,1
I purchased these for my Mother as a Christmas present.  They are so soft to the touch and I was able to get them in a 7.5 wide which is unusual.  The color is nice too,1,1,1
"I ordered 4 toddler long-sleeved tees' in the same size, I thought.  When I received the shipment, all 4 tees' were different sizes [even though they were all labeled the same size].  I have returned the items since the tees' run two sizes too small, and the workmanship is questionable, which translates into...that I will not be able to give this item to my loved one for Christmas.",0,1,0
"These were a gift at Christmas, and were a deep burgundy color. they do appear to be well stitched. however, after no more than 2 hand washings in cold water the color showed alot of fading, and by the 3rd wash I knew they would have to be returned as the color fading was uneven and the tops adn bottoms almost don't look like a match anymore.  the silk is soft and lovely but the color should NOT fade this fast or this much!",0,0,1
"excellent product, hard to find in stores, quick delivery...great price..
today comfort...tomarrow diet",1,1,1
"This bag gets the job done, looks nice and is durable.  My only complaint it that the straps could be longer so it could go over my shoulder",1,1,1
Used all summer long almost everytime i was outdoors. Has held up well so far and has a really cute design. it was shipped very fast. Thanks,1,1,1
"I remember the Wonder Woman TV series. Linda Carter just looked so hot in that outfit. Well, maybe this cami and panty set won't cling to your body the way Linda's did and maybe the ordinary girl isn't as busty as Ms. Carter, but let me tell you, you'll feel pretty wonderful as you climb into bed dressed up as that woman with the golden lasso. And you'll look good too. I don't know, I really thought my guy Jack would like these undies, but son of a gun, after just one look at me in these and he couldn't wait to get 'em off me. Oooo Weee",1,1,1
"I agree with the previous review -- but I am not small. I am a medium to large sized person who wants a natural look in a bra, support without too much construction, light weight, and invisible under both work and casual clothing. I found everything I wanted in this item. Straps don't fall because of the cross back, material is comfortable and cool. I will buy more",1,1,1
"These shoes are very sexy, very chic fit.  I love them!! It's a good buy",1,1,1
"my husband was very happy with this jacket, adn the price was great",1,1,1
"I get compliments on these shoes all the time, which is a bonus since I bought them to be comfortable. I walk allover UMASS-Amherst campus in these and feel that my feet and back are well-supported. In fact, these shoes look even better when they're a little scuffed up. Definetely worth the money",1,1,1
"My daughter says: ""They are so beautiful! I have the red pair and the golden pair. I like them so much, I want to kiss them!""
 I say: ""They are really spectacular-looking""",1,1,1
I been looking for a beat for a while that fits good and this belt fits very good---thank,1,1,1
Robe is really light and has a sleek silky feel. Great for wearing around the house on a hot summer night. Great buy for the price,1,1,1
This bundle includes everything you need to use your Zen Vision M since it comes with nothing. I use the portable charger all the time since I have a laptop which is only on when I am using it. Without the portable charger my player would be dead all the time! I recommend this bundle,1,1,1
"I love these little jeans. They look fantastic on my daughter. I love that they are plain, without any embellishments. She's a skinny little thing and these jeans actually fit and stay up on her. I probably wash then twice a week, but they are holding up really well! These are the best kids jeans I've ever seen.",1,1,1
I am very happy with this bag.  It is exactly what I thought it would be.  Thank yo,1,1,1
"My 4 year old new he wanted to be a policeman since August, so we went looking in September and ended up buying this one.  It is great! The quality is amazing.  The details are great.  Compared to a friend of his with one of those store bought costumes, there was no comparison.  The only issue was the hat which we fashioned a strap to keep it on.  My son has worn it at least 10 times with a full day of pre-school included and it is still in great shape",1,1,1
"I was very pleased with my order of the jersey.  The quality was excellent, and it was delivered in a prompt manner and packaged nicely.  My son loves it, wore it to school the day after the Super Bowl, and it was a real hit",1,1,1
"I recently was hired as a school crossing guard and found that it was time to order some warm socks.  These are a very good buy.  They are big ( I thought I was ordering a woman's size). As it turned out, the larger size is fine and I can put them in my dryer and not worry that they will shrink. They feel great and are very warm",1,1,1
"these tags are so cute......plus they are extra large and combined with the bright colors, your luggage will really stand out!!  I have black luggage and these tags work really well for me, plus the price is hard to beat for getting an oversized tag, with so many great colors to choose from.  I also recommend giving as a gift, something people might need but wouldn't necessarily think to ask for, and you will not find these in a store",1,1,1
i wana order the leo desdin size 8 or 8.50 but it is not avalable since long time when it is gonna be avalable agin :,1,1,1
"The shoes just arrived.  They have one adjustable strap and the sole bed is comfy and supports the arch of my foot.  Great Shoes, girls.  Get a pair in more than one color - you will be wearing them all the time.  Put some leather water repellant on the shoes before you wear them.  Clark's Shoes Rock!!",1,1,1
Never charged a thing.  I bought it to use on international travel. It stated that it could be used on 220 and it burnout out shortly after being plugged in,0,0,1
These shoes are comfort and light weight. I have arch pain. And these shoes reduce some of my arch pain,1,0,0
I'm very pleased with the slippers and my experience with Amazon and Land's End was excellent,1,1,1
"With the price, this is a great pair of low ankle boots.  I was thrilled by the quality and style when I received the product.  I bought a pair of Kenneth Cole boots (same style) with the price of $100 but the material was so cheapy",1,1,1
Perfect Size for me.  I love the length of the strap.  Very well made.  The only reason I rated it a 4 is because I was looking for a red bag and this design doesn't have it.  I am experimenting this new brown and I am growing to like it more and more,1,1,1
The material and fit is perfect.  I try to stay away from underwires due to discomfort but this one is great,1,1,1
I bought the Jockey heavyweight muscle t-shirts for my grandson.  He told me that the fit was true to size and the material was of excellent quality,1,1,1
"This is a very high quality product...well-made, looks great in town and performs well on the trail",1,1,1
Excellent product. using showers after work out. Sandals are dry quickly and are sturdy and comfortable,1,1,1
"I find that if I fasten the straps with a little leeway (i.e. flex my foot while fastening), then they're much less likely to come loose.  VERY comfortable shoes, and cuter than a lot of tennis shoes.  They do have more shine than you can really see in the online photos - I got the bronze - but I think it's cute",1,1,1
I am glad i read the reviews before purchasing . i wear a size 10.5 so i ordered a 8.5 . They fit perfect . After wearing them around the house for a week to break them in they  feel great . Great value,1,1,1
The shoes are a great fit.  They arrived in time for Christmas.  I am very pleased with them,1,1,1
"I ordered this jacket in this size based on the sizing chart provided. When it arrived, it was not even close to the size as stated. I contacted customer service and was assured I would not be charged for shipping both ways. However, my refund notice arrived today and I was charged $10 for shipping. It would have been cheaper just to keep it and eBay it",0,0,1
"These pants are very stretchy and comfortable.  They are a bit more form-fitting in the butt and thighs than I like, but wearable because they're so darn comfy",1,1,1
"This accessory is great! Traveling is such a hassle, but this device took almost all of the hassle out of traveling. Whatever I needed it was there and in mosst cases, they checked my creditials with the documents IN the holder.Simply put your driver's license in the bottom window and boarding pass in top window with info displayed and you are set!

I highly recommend this for anyone who travels",1,1,1
Kept my feet nice and warm in the snow and had good traction on ice.  Great price,1,1,1
"IT IS A HORRIBLE ITEM.  IF I COULD HAVE GIVEN THIS HAIRAGAMI A NO STAR RATING, I WOULD HAVE, AND TO THINK I WASTED ALMOST $20 FOR THIS JUNK. IT SNAPS UNEXPECTEDLY ALL THE TIME, AND ALWAYS WHILE YOU ARE TWIRLING THE HAIR.  IT TOTALLY TANGLES THE HAIR. IT IS A NIGHTMARE TO GET OUT OF YOUR CHILD'S HAIR.
MY OLDEST, 12, REALLY WANTED THIS HAIRAGAMI AND WAS TOTALLY DISAPPOINTED.
SHE TOLD ALL HER FRIENDS NOT TO BUY IT",0,0,1
This is the second Adidas warm up outfit I have and I like it very much.  The bright pink is a nice change from my other black one.,1,1,1
This is a cute restaurant style apron made of quality fabric.  The apron was just as pictured and the company shipped it promptly.,1,0,0
"I bought this.  The colors are great, the fit is great.  I highly recommend it",1,1,1
The item was just what I ordered and the service and delivery were excellent,1,1,1
"I give 5 stars for the easy spirit sandle I ordered , I like it. Delivery is fast. I will order something else",1,0,0
"My son looked so adorable in this costume. Everyone who saw him loved it, they never seen a costume like this before.",1,1,1
"Don't know where else to find a garter panty set (arrived fast too) for this price. They say economy, so wasn't expecting much, but we're still enjoying this set to spice up special evenings! We bought the One Size (for a size 8) and it is perfect and adjusts",1,1,1
I have been wearing New Balance Women's 574 Suede/Leather sneaker for the last three years. I love them for the variety of colors and for the fact that I don't look like every other person walking down the street. I love and value my individuality as well as my feet. These shoes definitely combine comfort and fashion,1,1,1
"These are the best slippers I have ever owned!!!  They cradle your feet in super soft memory foam.  When I get home from work everyday, I slide my feet into them and am instantly relaxed.  I love these slippers!!!  The best ever... after much wear, I will buy another pair",1,1,1
"These shoes are very comfortable, look great but I had a terrible problem with the ""ruggedness"" of these shoes.  I am an avid hiker and climber and bought these shoes for the reasons that Merrill is known for, ruggedness and great outdoor shoes.  After only owning these shoes for a month I noticed that the leather sides were cracking away from the sole.  This happened on both pairs of shoes and soon there was 2 holes in each pair.  The insides ripped from slipping them on and off.  I returned the pair to the store I bought them at and got a new pair.  The same problem happened.  These shoes are very cheap and very expensive.  Do not buy!  They look great but unless you are planning on displaying them only I would stay away from them",0,1,0
This is a very nice umbrella. It is big enough to cover you without your legs getting drenched but also doesn't feel cumbersome,1,1,1
"Skinny Rails are perfect for those of us who like tight jeans from top to bottom. Very narrow at the bottom, but fine over sneakers. If you're not self conscious about your skinny legs, these are the jeans for you. Spandex gives them the stretch that make them very comfortable even though they're tight. They did not shrink during first wash. Great dark color. Perfect for the anti-baggy guy",1,1,1
"Do not waste your money on this one. Champion Men's Cap Sleeve Raglan T-Shirt, Oxford Gray/Navy, X-Large.",0,1,0
"I love these slippers...my favorites so far.  I chose these for the soles, so I could run outside if I needed to (mailbox, trash).  I toss them in the washing machine and the dryer.

Two complaints:  They make my feet a bit sweaty and hold on to smells, so my feet get smelly....so I throw them in the washing machine more often than I probably should.  Also, the back of the heel is smushed from my wearing them, and I can't get it to stay 'un-smushed'",1,1,1
"My review from another shipper:  The Lilyette 458 is the best bra EVER!! I was a slave to Bali because a.) didn't really know what cup size I needed; but more importantly, b.) most stores don't carry anything larger than the DD cup size that didn't fit so I could see what DID fit. The Lilyette #428 has that rocket shaping and it looks ridiculous. This cup design gives a smooth, curvy, high-riding, NATURAL look. No points, cones, or rockets. I love it",1,1,1
"I really like this bag.  The colors are bright, it is super light weight, and I really like that it has a snap and a pocket.  You don't see many tote bags that have either of those.  It's also very reasonably priced, if not down right inexpensive for what you get.  My only beef is that the shipping cost seemed a bit pricey.  Maybe it was because I got 3 at once.",1,1,1
"Well, until I read the review below, I'd have never have noticed but yes, there is an ""odor"" to the bag. Although in all honesty, my wife and I aren't really big bag sniffers so we never got wind of this. We aren't much in the habit of sniffing bags, shoes, etc. Perhaps we are missing out. I don't know. So, maybe for kids who are just sniffing bags and licking this and that, this isn't the right bag. But for the wife, it was perfect. It's a great price, very nice looking and they got it shipped out to us lickety split. I think if you spend $25 or more, shipping is even free (we love the free shipping). I've not been a big shopper of those in the Amazon shops. This was a great experience, however, so we'll surely give it a go again",1,1,1
"I use this all of the time.  It gives good protection, ease of use, and good handling.  Only disadvantage is that you can not keep it on when putting the unit in a vetical dock.  However, this is true of any protective skin.  Outstanding product.",1,1,1
"I am a regular fitness swimmer and go through the lycra suits every 4-6 months.  They always get too stretched out and cause drag in the water.  This suit is holding up beautifully with none of the usual snags and wear marks from getting in and out of the pool.  Also, I'm usually a size 16, on the chunky side, but this suit looks good on me and fits well even in a size 14.  Really glad I found it",1,1,1
"I am in great shape.  However, I cannot get over that so many men's underwear products have waist bands that constrict and exasperarate blood flow and muscle tension.  Obviously they are made in China where the average waist is about 25 inches.  

The idea of ""Medium"" as marketed is ridiculous by healthy American standards.  My body fat is low.  I am not profoundly muscular bound. As is common in men of my age, lower back problems are not unusual. I have a 32"" waist.  Is that not ""Medium"" sized? 

I think we simply need to get rid of the elastic waist band altogether.  One size fits all doesn't work and it is dangerous to those many of us that fight our lower back problems.  

The draw string is fine.  It allows flexibility.  So what if your pants fall down?  It seems to be the fashion, anyway.  Just give us the option of pulling the shorts back up instead of pinching nerves with a static elastic waist band that causes ridiculous lower back problems because of unnecessary, uncontrollable constrictions.  

Also, these boxers don't hold up well to any kind of washing.  They looked like crap after the first time I washed them.

I wish I could get a refund because I won't wear them again.  My life partner told me they looked like ""old men's"" underwear. That is sad and embarrassing because I agree they looked like crap after one cold wash and light dry.

I am not a mean hearted kind of guy.  So, I am going to shut my mouth now and not do business with you again.",0,0,1
"Be forewarned! Never mind all the mellifluous flubdrub about nature-formed last, footwear classic, nineteen sixty-five, etc. The facts of the matter are that (a) the Irish factory where Wallabees were handmade with love closed down in the late 1990s; (b) the product has been made in mainland China since that time; (c) the materials and workmanship don't begin to come close to their former standards, which is duly reflected in the downward price shift ($180 in 1998 but $110 in 2006, inflation notwithstanding); yet (d) the Web sites--which claim that the shoe is ""even better""--seem to have no problem with posting photos of the no-longer-available Irish craftsewns while shipping the Chinese hack jobs. Very, very disappointing, gentlemen.  (I once found a fellow in Ottawa who had bought up considerable quantities of sand suede Wallabees and was selling them at a premium--$225--that I was happy to pay, but even he ultimately went out of business, just like Peter, my custom Birkenstock sandalmaker in Germany.)

I once phoned the vendor to complain, and some imbecile tried to explain to me that the product was ""better than ever."" I flew into a rage, telling her what she could do with her lies. I also chastised her for having the brass-bound gall to lie to me, a diehard Wallabee fan who has continuously owned (and worn, day in and day out) several pairs--sand suede, oakwood suede, brown leather, and/or black leather--since the age of fifteen, two-thirds of a lifetime ago! (The oakwood [= dark brown] suede were always my favorites, since the sand suede always looked a little too smart-Alecky for me, making me look [quite accurately!] like an upper-middle-class New York City Jewish boy--just mate them with Sergio Valente jeans, a creamy velour shirt, and an ultra-expensive sweater.)

All that having been vented, the Wallabee is still a reasonably comfortable shoe--assuming you can find two members of a pair that actually match within a reasonable margin of deviation! Teenage kids won't know the difference, but baby-boomers will be moved to tears. Get with the program and buy either a pair of those ultra-advanced, computer-designed, ruggedized flip-flops (there are scores of vendors) or some quality suede sneakers (leather ones are far too oppressive for the educated foot). CAVEAT EMPTOR!",0,1,0
my son loves these wears them all the time! looks so cute in the,1,1,1
"These would be great boots if you had some way of knowing what size to order.  I emailed Western Chief for a size chart.  I then ordered my son's boots according to the size chart Western Chief sent me.  Once I received the boots I was upset to see that the boots were over 1 inch larger than the size chart showed - this is a big deal for a child's boot.  I then called Western Chief and explained the situation and asked to get an actual measurement of a few other sizes so I could order the correct boots.  I spoke with a Ms. Brewer, who was rather rude, she told me she would have to go to the warehouse to measure the boots and she would call me back.  Of course that was a week ago.  
I luckily found very similar boots at Target - problem solved.
How could a company have a shoe size chart that is so wrong?  The bad customer service was just the cherry on top  :",0,1,0
"These panties fit and feel great. They never ride up in the rear, and they don't show above today's lower rise pants. I completely wore out my last 3-pack so I'm very glad to see these are still in production",1,1,1
THis is a great additional purchase to the Princess costumes.  Just know for little fingers (children) they are hard to put on - requires parental assistance,1,1,1
"These were exactly what I wanted for my new daughter-in law.  The insole is cushy, the outer sole gives traction. The red is beautiful for Christmas. The velour looks elegant. They are easy to get into and slip off.",1,1,1
"but the bag is not very deep so doesn't hold as much as I was hoping...also, even empty, the zipper is very difficult to operate.  I wondered if security would be able to rezip it had they opened it",1,0,0
"These bibs are great!  The fabric is very light weight - not stiff and heavy like the plastic coated bibs sold at BRU.  They are still water proof - milk, juice and water just run down the front and collect in the pocket.  Even though lots has gone down the bib, my baby's clothes are still dry.  The velcro is extra long instead of a stingy little square so it can be adjusted to fit small babies (mine is 6 months) or big ones.  They wash up quickly in the sink, rinsing out easily or can be thrown in the washer.  They air dry quickly... wash after breakfast, dry by lunch!  I love them and won't buy any others ever again",1,1,1
"a great bag, nice leather, beautiful shade of brown.  I love the size and design, as it was what I was looking for. Arrived fast.  There's a few scratches on it already from using it.  I'm not the most gentle on things, but not rough.  the buckles on it are not solid metal, they're like hollowed out.  That would be my only complaint or disappointment.  Great for the price, perfect size to supplement your purse to work",1,1,1
I prefer front closure bras without a lot of padding & this is a style I lik,1,1,1
"The t-shirt is just as advertised.  I like the yellow color a lot, but like any t-shirt the design will fade more easily if you tumble dry it rather than hang it up",1,0,0
"These shorts are comfortable - all cotton.  Great for working out.  I wish they had a lining, though",1,1,1
I ordered this jersey as a gift for Christmas without any problems. It was delievered as stated,1,1,1
"Bought this for my 5th grade daughter.  She loves the bag, and it is fairly stable, as it doesn't seem to tip over (sideways) easily.  Only complaint is that Snaredrum Grey color is much lighter than we had anticipated, and after a couple of months of daily use, it is getting pretty dirty",1,1,1
"The shoes seems to be well put together for having never been worn, because the fit is horrible!  Why I thought buying shoes without trying them on fist [knowing my size and wearing Florsheims] is a mystery I will have to self-solve.  These are made in Korea [stamped right under the flap] on both pairs and the width is as wrong as the makers mark.
Stay away from these no matter what the price.  I took them to two shoe makers to have them stretched and they said if they tried, the seems would rip apart and the leather would crack.  Not a comforting thought since wearing them should naturally stretch them anyway.",0,0,1
"This is a very decent accessory package; the chargers work very well and are incredibly convenient compared to the bulky Toshiba charger. The belt clip feels a little flimsy but it has held tight. The silicone skin works; it doesn't fit perfectly and it doesn't cover the screen, of course, but it keeps the body from getting scratched. The removable stand is great for video viewing",1,1,1
"I had been looking for fingerless gloves to wear while I type-- they keep the office I work at at very cold temperatures.  These gloves seeemed perfect--because many fingerless gloves- don't have fingerless thumbs--but these gloves do.  The cost was only 2.99 for a pair of black or navy gloves.  I ordered the black pair.  Well, the knit gloves began to fray on the first wearing- there are many stray strands at the fingers-- they snag easily.  They are warm and I would love them if they did not snag and fray so easily.  But I did only pay 2.99 for them so I guess it's a case of you get what you pay for.",0,1,0
"These shoes are great looking--very sexy.  They are snug in the toe, especially if you have a wider foot",1,1,1
"Big for the size advertised, not fitting as snugly for pear shaped gals. Hoped it would shrink, since I'm a perfect 6, and it didn't. Disappointed",0,1,0
"i bought a pair of these shoes in red because they just looked so hot, i live in Australia so it took a while for them to arrive, i was a bit nervous with the sizing, as being Australian our sizing is different to America's i bought a size 9 because i'm about at 8 1/2 in Aus sizes. But they fit perfectly and are suprisingly comfortable, i could wear them all day and my feet won't be sore, its fantastic and they are so hot! i want to get other colours now.",1,1,1
"my husband is very pleased with this jacket,lightweiht,high quality,
for every occasion.we have even ordered another jacket for our son.
S.Faleev",1,1,1
They look nice and are decently comfortable.  They work for me. I would buy them again,1,1,1
great looking shoes. I bought the gray/shade ones and they look just like in the picture.,1,1,1
"These booties are very cute and soft, but they just slip right off my son's feet.  They do not have a way to secure the 'tongue' part of the bootie when you cinch up the velcro and as soon as baby moves their feet, the 'tongue' part just pulls right out.  Not a good value for the money.",0,0,1
"Very nice sandal, lookes great with a dress or jeans. Low enough to wear for hours at a time, but high enough heel to make it look chic",1,1,1
"These arrived on the same day as my Nike Airmax shoes - never thought a thing about the socks - thought the Nikes were the most comfortable shoes I have ever had. Then I wore the socks with some uncomfortable boating sandals - they too felt the most comfortable ever! This has happened with all my shoes.

It is astonishing, to me, that socks can have such a wonderful effect. A luxurious feel. I can recomend them",1,1,1
It is definitely worth buying.  great shipping speed and the quality is excellent,1,1,1
"These socks have an excess of thread bundled at the corners of the toe seams. If this sort of design bothers you (as it does me), then these are not the socks for you. These socks cause a lot of discomfort for me",0,1,0
Delivery was quick and all packages arrived in good shape. We have not yet used the merchandise to rate the product. It appears to be of sufficient quality,1,1,1
I bought the short crew version b/c I had to reach my $25 max for the free shipping.  I fell in love with the socks and bought more including this one which is just as soft and comfy with that cushioned feeling,1,1,1
"Lookslike it would be a nice product, but it's only for very small babies up to 12 pounds and 23 inches. My baby is very long and just doesn't fit - wish Target/Amazon would have been more upfront with the sizing",0,1,0
"There are several features I like about this product.  Most importantly, the bra supports and yet has smooth lines under silky clothes and the front dips below the waist so you don't have that sausage roll effect where the abdomen bulges when the bra stops.  Another plus is that it comes with clear straps you can use for extra support.  I only have 2 negatives.  First, I believe the ad said it came with both clear AND straps to match the bra but when it arrived only clear was included.  (I didn't pursue this.)  However, the biggest negative is that the cups are not just lined but padded.  I personally find that makes the bra less useful and can even disturb the lines of some clothing.  Sometimes less IS more",1,1,1
These shoes are awsome! My son absolutely loves them! He says that they have got to be the most comfortable shoes he has ever owned...well worth the price,1,1,1
"Item arrived in new condition, packaged nicely, invoice enclosed and on time! No complaints",1,1,1
"The quality of this product cannot in any way compare to the genuine Apple iPod covers.  It is very flimsy, does not fit correctly, does not come with a belt clip and most importantly leaves the display area wide open to scratches and breakage.  That's right; there is no plastic or glass protection for the display area. 

There is a reason why this product does not cost as much as other iPod covers.  That's because it is of poor quality.  Also, when you calculate the cost of the cover, plus the cost of shipping it, you do not get a bargin.  As a matter of fact, if someone gave me this product for free, I would not accept it because, like I stated earlier, it provides no protection.",0,1,0
I bought the glasses as a gift and the individual is enjoying them.,1,1,1
"I have done a review on these socks already, which has not appeared.  They are not a good buy",0,0,1
"This is absolutely one of the most comfortable heels I have in my closet.
great buy good pric",1,1,1
"Very happy with this product. They are substantial so they are ""suitable"" for a Medium or Large and not someone who is Small.
 
 Delivery was fast and it was well packed. Shipping was included, though I didn't realize it until the end of the ordering process.",1,1,1
"These fit a tiny bit loose but the comfort level is great.  Shoes at Amazon.com are one of my favorite on-line purchases, great prices",1,1,1
"This is saled as a baseball shoes but it is for american footbal. But the mistake goes more long, because the photo included shows a baseball shoes how you can observ in the marks of the sole",0,1,0
As soon as I put the case on it ripped! Then I contacted the seller and after a BIG hassle they sent me a different case. When the Case arrived it was already broken. Now I am stuck with 2 broken ipod cases. I would strongly recommend not buying from this store,0,0,1
"replacing an identical pair, now worn out - no reason to change a winning formula ;-",1,1,1
I was very pleases with my purchase of the looipop legband briefs. They are very comfortable,1,1,1
I found it very comfortable with good fitting. I bought 4 pairs in last 3 and half years and this one was the best. I gave it 5 stars based on comparing with other brands that I bought. Overall quality is good.,1,1,1
"The Zen cover didn't work that good. I had to cut off one of the flaps that covers the ""buttons"" because it was not made right.  I ended up taking the cover off and don't even use it anymore. It's not worth getting",0,0,1
"As I approach 50, I find myself in retro mode.  I sought out the adidas I loved in grade school and found them.  Having purchased the blue (Rom's) I found them to look every bit like the orignals.  I got many flattering comments.  However, you get what you pay for; these are not the most high quality shoe.  They are one size too tight.  If you buy one size larger you'll be fine, but wear them sparingly for looks, not performance.  I'm going to buy a second pair, but this time a size larger",1,1,1
"This was my very first pair of Tsubo shoes. I have since purchased many more. I fell in love with these first site and first try on. They simply feel fabulous on my feet, and get many compliments from others. These shoes are the bomb",1,1,1
This was a gift for our daughter in NYC who was visiting us during the holidays.  She wore it every day!  And said many times that it was the best gift she'd received,1,1,1
"These shorts are pretty cute, however they do run a little small. I bought them twice because the first pair was much to tight on my son, but I liked them so I wanted him to have them",1,1,1
"Compre dos pares de estos zapatos (marron y negro)como regalo para mi padre en navidad, y puedo decirle que quedo encantados con la comodidad y calidad de los materiales. Por eso los recomiendo con 5 estrellas",1,1,1
"Very good for the cold, and rainy days or snow",1,0,0
This swimsuit can double as a summer outfit. The colors are perfect and then there is Eeyore. Nice for girls that wear larger sizes,1,1,1
"My husband was very happy with this item.  The shirt is very high quality, and will withstand many washings",1,1,1
"This would be a 5 star if it wasn't so bulky to carry - but I don't see how it could.  Otherwise, we love it",1,1,1
"I started running again after many years.  I bought average shoes due to not knowing if I would stick with it.  After a few weeks of my feet hurting and feeling like they were numb I went and got fitted for shoes.  These shoes had the ""ah"" factor right away.  I didn't truly believe the ""shoe factor"" that states the shoes are everything.  Boy was I wrong!!!  They made an unbelievable difference and now 9 months later I am still running and have even entered several races.  I wouldn't do it without these shoes.  My running partner agrees.  Her knees are not in good shape, but she is now doing great with these shoes.  We're believers",1,1,1
I've actually had The Strapper for a few months now and have been using it more and more .  You don't even know your wearing the thing.  Can't praise it enough and the price is right too!,1,1,1
